0,0,0,0,0.0045294
0.0045294,0,0,0,0.0038235
0.0038235,0.0045294,0,0,0.0033333
0.0033333,0.0038235,0.0045294,0,0.0030196
0.0030196,0.0033333,0.0038235,0.0045294,0.0028627
0.0028627,0.0030196,0.0033333,0.0038235,0.0027255
0.0027255,0.0028627,0.0030196,0.0033333,0.0026862
0.0026862,0.0027255,0.0028627,0.0030196,0.0026079
0.0026079,0.0026862,0.0027255,0.0028627,0.0025686
0.0025686,0.0026079,0.0026862,0.0027255,0.0025294
0.0025294,0.0025686,0.0026079,0.0026862,0.019804
0.019804,0.0025294,0.0025686,0.0026079,0.037255
0.037255,0.019804,0.0025294,0.0025686,0.022353
0.022353,0.037255,0.019804,0.0025294,0.013647
0.013647,0.022353,0.037255,0.019804,0.008902
0.008902,0.013647,0.022353,0.037255,0.0061373
0.0061373,0.008902,0.013647,0.022353,0.004902
0.004902,0.0061373,0.008902,0.013647,0.0042157
0.0042157,0.004902,0.0061373,0.008902,0.0039216
0.0039216,0.0042157,0.004902,0.0061373,0.0036667
0.0036667,0.0039216,0.0042157,0.004902,0.0034902
0.0034902,0.0036667,0.0039216,0.0042157,0.0033333
0.0033333,0.0034902,0.0036667,0.0039216,0.0032549
0.0032549,0.0033333,0.0034902,0.0036667,0.0031372
0.0031372,0.0032549,0.0033333,0.0034902,0.003098
0.003098,0.0031372,0.0032549,0.0033333,0.0030196
0.0030196,0.003098,0.0031372,0.0032549,0.0029804
0.0029804,0.0030196,0.003098,0.0031372,0.0029804
0.0029804,0.0029804,0.0030196,0.003098,0.0029019
0.0029019,0.0029804,0.0029804,0.0030196,0.0029019
0.0029019,0.0029019,0.0029804,0.0029804,0.0028236
0.0028236,0.0029019,0.0029019,0.0029804,0.0029019
0.0029019,0.0028236,0.0029019,0.0029019,0.0029804
0.0029804,0.0029019,0.0028236,0.0029019,0.0030588
0.0030588,0.0029804,0.0029019,0.0028236,0.0032157
0.0032157,0.0030588,0.0029804,0.0029019,0.0033333
0.0033333,0.0032157,0.0030588,0.0029804,0.0072157
0.0072157,0.0033333,0.0032157,0.0030588,0.010333
0.010333,0.0072157,0.0033333,0.0032157,0.0083333
0.0083333,0.010333,0.0072157,0.0033333,0.0077647
0.0077647,0.0083333,0.010333,0.0072157,0.010627
0.010627,0.0077647,0.0083333,0.010333,0.0086078
0.0086078,0.010627,0.0077647,0.0083333,0.0068823
0.0068823,0.0086078,0.010627,0.0077647,0.0056274
0.0056274,0.0068823,0.0086078,0.010627,0.005
0.005,0.0056274,0.0068823,0.0086078,0.0046274
0.0046274,0.005,0.0056274,0.0068823,0.0068627
0.0068627,0.0046274,0.005,0.0056274,0.038431
0.038431,0.0068627,0.0046274,0.005,0.041961
0.041961,0.038431,0.0068627,0.0046274,0.1149
0.1149,0.041961,0.038431,0.0068627,0.11686
0.11686,0.1149,0.041961,0.038431,0.096078
0.096078,0.11686,0.1149,0.041961,0.12216
0.12216,0.096078,0.11686,0.1149,0.10392
0.10392,0.12216,0.096078,0.11686,0.08098
0.08098,0.10392,0.12216,0.096078,0.057647
0.057647,0.08098,0.10392,0.12216,0.091176
0.091176,0.057647,0.08098,0.10392,0.21765
0.21765,0.091176,0.057647,0.08098,0.25294
0.25294,0.21765,0.091176,0.057647,0.33333
0.33333,0.25294,0.21765,0.091176,0.38235
0.38235,0.33333,0.25294,0.21765,0.36667
0.36667,0.38235,0.33333,0.25294,0.18412
0.18412,0.36667,0.38235,0.33333,0.072157
0.072157,0.18412,0.36667,0.38235,0.048824
0.048824,0.072157,0.18412,0.36667,0.037255
0.037255,0.048824,0.072157,0.18412,0.031373
0.031373,0.037255,0.048824,0.072157,0.032353
0.032353,0.031373,0.037255,0.048824,0.038235
0.038235,0.032353,0.031373,0.037255,0.031373
