0.50472,0,0,0.0045294
0.47277,0.50472,0,0.0038235
0.4749,0.47277,0.50472,0.0033333
0.52417,0.4749,0.47277,0.0030196
0.31937,0.52417,0.4749,0.0028627
0.39182,0.31937,0.52417,0.0027255
0.15907,0.39182,0.31937,0.0026862
0.51549,0.15907,0.39182,0.0026079
0.46924,0.51549,0.15907,0.0025686
0.2448,0.46924,0.51549,0.0025294
0.075679,0.2448,0.46924,0.019804
0.47706,0.075679,0.2448,0.037255
0.47142,0.47706,0.075679,0.022353
0.3074,0.47142,0.47706,0.013647
0.37469,0.3074,0.47142,0.008902
0.38278,0.37469,0.3074,0.0061373
0.14927,0.38278,0.37469,0.004902
0.40593,0.14927,0.38278,0.0042157
0.38213,0.40593,0.14927,0.0039216
0.2892,0.38213,0.40593,0.0036667
0.35522,0.2892,0.38213,0.0034902
0.28318,0.35522,0.2892,0.0033333
0.34607,0.28318,0.35522,0.0032549
0.17044,0.34607,0.28318,0.0031372
0.19621,0.17044,0.34607,0.003098
0.19731,0.19621,0.17044,0.0030196
0.30096,0.19731,0.19621,0.0029804
0.37436,0.30096,0.19731,0.0029804
0.37943,0.37436,0.30096,0.0029019
0.24053,0.37943,0.37436,0.0029019
0.14412,0.24053,0.37943,0.0028236
0.053517,0.14412,0.24053,0.0029019
0.34288,0.053517,0.14412,0.0029804
0.096722,0.34288,0.053517,0.0030588
0.25622,0.096722,0.34288,0.0032157
0.11317,0.25622,0.096722,0.0033333
0.32049,0.11317,0.25622,0.0072157
0.26591,0.32049,0.11317,0.010333
0.21119,0.26591,0.32049,0.0083333
0.069645,0.21119,0.26591,0.0077647
0.2741,0.069645,0.21119,0.010627
0.16135,0.2741,0.069645,0.0086078
0.13984,0.16135,0.2741,0.0068823
0.10517,0.13984,0.16135,0.0056274
0.086058,0.10517,0.13984,0.005
0.14518,0.086058,0.10517,0.0046274
0.034395,0.14518,0.086058,0.0068627
0.15485,0.034395,0.14518,0.038431
0.069042,0.15485,0.034395,0.041961
0.23612,0.069042,0.15485,0.1149
0.30346,0.23612,0.069042,0.11686
0.09376,0.30346,0.23612,0.096078
0.039661,0.09376,0.30346,0.12216
0.04485,0.039661,0.09376,0.10392
0.2022,0.04485,0.039661,0.08098
0.25067,0.2022,0.04485,0.057647
0.026934,0.25067,0.2022,0.091176
0.024521,0.026934,0.25067,0.21765
0.056227,0.024521,0.026934,0.25294
0.15239,0.056227,0.024521,0.33333
0.17497,0.15239,0.056227,0.38235
0.2005,0.17497,0.15239,0.36667
0.086903,0.2005,0.17497,0.18412
0.2114,0.086903,0.2005,0.072157
0.092882,0.2114,0.086903,0.048824
0.090194,0.092882,0.2114,0.037255
0.19596,0.090194,0.092882,0.031373
0.0192,0.19596,0.090194,0.032353
0.19336,0.0192,0.19596,0.038235
0.23019,0.19336,0.0192,0.031373
0.19774,0.23019,0.19336,0.023725
0.1824,0.19774,0.23019,0.02
0.071543,0.1824,0.19774,0.017843
0.030906,0.071543,0.1824,0.016824
0.054099,0.030906,0.071543,0.015784
0.11234,0.054099,0.030906,0.015098
0.030686,0.11234,0.054099,0.016824
0.044302,0.030686,0.11234,0.032353
0.013955,0.044302,0.030686,0.039216
0.072519,0.013955,0.044302,0.048824
0.17609,0.072519,0.013955,0.043137
0.11452,0.17609,0.072519,0.037255
0.097786,0.11452,0.17609,0.028431
0.11939,0.097786,0.11452,0.02098
0.080715,0.11939,0.097786,0.017843
0.065224,0.080715,0.11939,0.034314
0.064653,0.065224,0.080715,0.038235
0.09105,0.064653,0.065224,0.034314
0.094001,0.09105,0.064653,0.032353
0.076173,0.094001,0.09105,0.046471
0.12732,0.076173,0.094001,0.058627
0.14179,0.12732,0.076173,0.053529
0.11662,0.14179,0.12732,0.046471
0.097951,0.11662,0.14179,0.037255
0.074286,0.097951,0.11662,0.023333
0.058257,0.074286,0.097951,0.02098
0.050884,0.058257,0.074286,0.041176
0.13609,0.050884,0.058257,0.070588
0.095614,0.13609,0.050884,0.092549
0.14324,0.095614,0.13609,0.099216
0.20982,0.14324,0.095614,0.076863
0.23866,0.20982,0.14324,0.047647
0.16655,0.23866,0.20982,0.035294
0.079607,0.16655,0.23866,0.02549
0.051049,0.079607,0.16655,0.019569
0.0801,0.051049,0.079607,0.017157
0.21534,0.0801,0.051049,0.016118
0.16446,0.21534,0.0801,0.015098
0.018157,0.16446,0.21534,0.019804
0.087978,0.018157,0.16446,0.033725
0.072563,0.087978,0.018157,0.057255
0.095778,0.072563,0.087978,0.057255
0.018903,0.095778,0.072563,0.057255
0.013802,0.018903,0.095778,0.12216
0.10691,0.013802,0.018903,0.12039
0.12706,0.10691,0.013802,0.12745
0.057851,0.12706,0.10691,0.1151
0.041592,0.057851,0.12706,0.072157
0.10171,0.041592,0.057851,0.065882
0.15995,0.10171,0.041592,0.054706
0.098861,0.15995,0.10171,0.043137
0.026825,0.098861,0.15995,0.032353
0.0027208,0.026825,0.098861,0.040196
0.021043,0.0027208,0.026825,0.038235
0.18827,0.021043,0.0027208,0.039216
0.040736,0.18827,0.021043,0.042157
0.019221,0.040736,0.18827,0.051176
0.02847,0.019221,0.040736,0.062745
0.022458,0.02847,0.019221,0.064314
0.0897,0.022458,0.02847,0.052353
0.030961,0.0897,0.022458,0.042157
0.031652,0.030961,0.0897,0.054706
0.31254,0.031652,0.030961,0.094118
0.25326,0.31254,0.031652,0.09098
0.30713,0.25326,0.31254,0.089412
0.15158,0.30713,0.25326,0.064314
0.15028,0.15158,0.30713,0.043137
0.1174,0.15028,0.15158,0.038235
0.073869,0.1174,0.15028,0.14686
0.16737,0.073869,0.1174,0.14686
0.072947,0.16737,0.073869,0.17471
0.083271,0.072947,0.16737,0.18765
0.11941,0.083271,0.072947,0.1098
0.057588,0.11941,0.083271,0.075294
0.098938,0.057588,0.11941,0.058627
0.19861,0.098938,0.057588,0.044118
0.079804,0.19861,0.098938,0.035294
0.27906,0.079804,0.19861,0.035294
0.078839,0.27906,0.079804,0.031373
0.067857,0.078839,0.27906,0.031373
0.35386,0.067857,0.078839,0.027451
0.27161,0.35386,0.067857,0.023333
0.24016,0.27161,0.35386,0.02098
0.29905,0.24016,0.27161,0.018863
0.34464,0.29905,0.24016,0.01749
0.17024,0.34464,0.29905,0.016471
0.10806,0.17024,0.34464,0.015784
0.29438,0.10806,0.17024,0.015784
0.30848,0.29438,0.10806,0.015451
0.12553,0.30848,0.29438,0.016824
0.33552,0.12553,0.30848,0.035294
0.32501,0.33552,0.12553,0.030392
0.21562,0.32501,0.33552,0.022941
0.10204,0.21562,0.32501,0.036078
0.03559,0.10204,0.21562,0.041765
