0,0,0,0,0,0,0,0.0045294
0,0,0,0,0.0045294,0,0,0.0038235
0,0,0,0,0.0038235,0.0045294,0,0.0033333
0,0,0,0,0.0033333,0.0038235,0.0045294,0.0030196
0,0,0,0,0.0030196,0.0033333,0.0038235,0.0028627
0,0,0,0,0.0028627,0.0030196,0.0033333,0.0027255
0.0061024,0,0,0,0.0027255,0.0028627,0.0030196,0.0026862
0,0.0061024,0,0,0.0026862,0.0027255,0.0028627,0.0026079
0,0,0.0061024,0,0.0026079,0.0026862,0.0027255,0.0025686
0.05672,0,0,0.0061024,0.0025686,0.0026079,0.0026862,0.0025294
0.10675,0.05672,0,0,0.0025294,0.0025686,0.0026079,0.019804
0,0.10675,0.05672,0,0.019804,0.0025294,0.0025686,0.037255
0,0,0.10675,0.05672,0.037255,0.019804,0.0025294,0.022353
0,0,0,0.10675,0.022353,0.037255,0.019804,0.013647
0,0,0,0,0.013647,0.022353,0.037255,0.008902
0,0,0,0,0.008902,0.013647,0.022353,0.0061373
0.021435,0,0,0,0.0061373,0.008902,0.013647,0.004902
0,0.021435,0,0,0.004902,0.0061373,0.008902,0.0042157
0,0,0.021435,0,0.0042157,0.004902,0.0061373,0.0039216
0,0,0,0.021435,0.0039216,0.0042157,0.004902,0.0036667
0,0,0,0,0.0036667,0.0039216,0.0042157,0.0034902
0,0,0,0,0.0034902,0.0036667,0.0039216,0.0033333
0,0,0,0,0.0033333,0.0034902,0.0036667,0.0032549
0.002426,0,0,0,0.0032549,0.0033333,0.0034902,0.0031372
0,0.002426,0,0,0.0031372,0.0032549,0.0033333,0.003098
0,0,0.002426,0,0.003098,0.0031372,0.0032549,0.0030196
0,0,0,0.002426,0.0030196,0.003098,0.0031372,0.0029804
0,0,0,0,0.0029804,0.0030196,0.003098,0.0029804
0,0,0,0,0.0029804,0.0029804,0.0030196,0.0029019
0,0,0,0,0.0029019,0.0029804,0.0029804,0.0029019
0.0075429,0,0,0,0.0029019,0.0029019,0.0029804,0.0028236
0.031687,0.0075429,0,0,0.0028236,0.0029019,0.0029019,0.0029019
0.0050908,0.031687,0.0075429,0,0.0029019,0.0028236,0.0029019,0.0029804
0,0.0050908,0.031687,0.0075429,0.0029804,0.0029019,0.0028236,0.0030588
0,0,0.0050908,0.031687,0.0030588,0.0029804,0.0029019,0.0032157
0.12943,0,0,0.0050908,0.0032157,0.0030588,0.0029804,0.0033333
0.00051011,0.12943,0,0,0.0033333,0.0032157,0.0030588,0.0072157
0,0.00051011,0.12943,0,0.0072157,0.0033333,0.0032157,0.010333
0,0,0.00051011,0.12943,0.010333,0.0072157,0.0033333,0.0083333
0.099508,0,0,0.00051011,0.0083333,0.010333,0.0072157,0.0077647
0.00025777,0.099508,0,0,0.0077647,0.0083333,0.010333,0.010627
0,0.00025777,0.099508,0,0.010627,0.0077647,0.0083333,0.0086078
0.0014297,0,0.00025777,0.099508,0.0086078,0.010627,0.0077647,0.0068823
4.8303e-05,0.0014297,0,0.00025777,0.0068823,0.0086078,0.010627,0.0056274
0,4.8303e-05,0.0014297,0,0.0056274,0.0068823,0.0086078,0.005
0,0,4.8303e-05,0.0014297,0.005,0.0056274,0.0068823,0.0046274
0.20863,0,0,4.8303e-05,0.0046274,0.005,0.0056274,0.0068627
0,0.20863,0,0,0.0068627,0.0046274,0.005,0.038431
0.19201,0,0.20863,0,0.038431,0.0068627,0.0046274,0.041961
0.067949,0.19201,0,0.20863,0.041961,0.038431,0.0068627,0.1149
0,0.067949,0.19201,0,0.1149,0.041961,0.038431,0.11686
0.1396,0,0.067949,0.19201,0.11686,0.1149,0.041961,0.096078
0.015719,0.1396,0,0.067949,0.096078,0.11686,0.1149,0.12216
0.0395,0.015719,0.1396,0,0.12216,0.096078,0.11686,0.10392
0,0.0395,0.015719,0.1396,0.10392,0.12216,0.096078,0.08098
0,0,0.0395,0.015719,0.08098,0.10392,0.12216,0.057647
0.37733,0,0,0.0395,0.057647,0.08098,0.10392,0.091176
0.079119,0.37733,0,0,0.091176,0.057647,0.08098,0.21765
0.20189,0.079119,0.37733,0,0.21765,0.091176,0.057647,0.25294
0,0.20189,0.079119,0.37733,0.25294,0.21765,0.091176,0.33333
0,0,0.20189,0.079119,0.33333,0.25294,0.21765,0.38235
0,0,0,0.20189,0.38235,0.33333,0.25294,0.36667
0.0032146,0,0,0,0.36667,0.38235,0.33333,0.18412
0.0049635,0.0032146,0,0,0.18412,0.36667,0.38235,0.072157
0,0.0049635,0.0032146,0,0.072157,0.18412,0.36667,0.048824
0.039945,0,0.0049635,0.0032146,0.048824,0.072157,0.18412,0.037255
0,0.039945,0,0.0049635,0.037255,0.048824,0.072157,0.031373
0.039182,0,0.039945,0,0.031373,0.037255,0.048824,0.032353
0,0.039182,0,0.039945,0.032353,0.031373,0.037255,0.038235
0,0,0.039182,0,0.038235,0.032353,0.031373,0.031373
0,0,0,0.039182,0.031373,0.038235,0.032353,0.023725
0,0,0,0,0.023725,0.031373,0.038235,0.02
0,0,0,0,0.02,0.023725,0.031373,0.017843
0,0,0,0,0.017843,0.02,0.023725,0.016824
0.0060649,0,0,0,0.016824,0.017843,0.02,0.015784
0.0021547,0.0060649,0,0,0.015784,0.016824,0.017843,0.015098
0.10447,0.0021547,0.0060649,0,0.015098,0.015784,0.016824,0.016824
0.0019344,0.10447,0.0021547,0.0060649,0.016824,0.015098,0.015784,0.032353
0.047072,0.0019344,0.10447,0.0021547,0.032353,0.016824,0.015098,0.039216
0.0036241,0.047072,0.0019344,0.10447,0.039216,0.032353,0.016824,0.048824
0,0.0036241,0.047072,0.0019344,0.048824,0.039216,0.032353,0.043137
0,0,0.0036241,0.047072,0.043137,0.048824,0.039216,0.037255
0,0,0,0.0036241,0.037255,0.043137,0.048824,0.028431
0,0,0,0,0.028431,0.037255,0.043137,0.02098
0.011786,0,0,0,0.02098,0.028431,0.037255,0.017843
0.084677,0.011786,0,0,0.017843,0.02098,0.028431,0.034314
0,0.084677,0.011786,0,0.034314,0.017843,0.02098,0.038235
0,0,0.084677,0.011786,0.038235,0.034314,0.017843,0.034314
0.017699,0,0,0.084677,0.034314,0.038235,0.034314,0.032353
0.094126,0.017699,0,0,0.032353,0.034314,0.038235,0.046471
0,0.094126,0.017699,0,0.046471,0.032353,0.034314,0.058627
0,0,0.094126,0.017699,0.058627,0.046471,0.032353,0.053529
0,0,0,0.094126,0.053529,0.058627,0.046471,0.046471
0,0,0,0,0.046471,0.053529,0.058627,0.037255
0.03664,0,0,0,0.037255,0.046471,0.053529,0.023333
0.26448,0.03664,0,0,0.023333,0.037255,0.046471,0.02098
0.070641,0.26448,0.03664,0,0.02098,0.023333,0.037255,0.041176
0,0.070641,0.26448,0.03664,0.041176,0.02098,0.023333,0.070588
0,0,0.070641,0.26448,0.070588,0.041176,0.02098,0.092549
0,0,0,0.070641,0.092549,0.070588,0.041176,0.099216
0,0,0,0,0.099216,0.092549,0.070588,0.076863
0,0,0,0,0.076863,0.099216,0.092549,0.047647
0,0,0,0,0.047647,0.076863,0.099216,0.035294
0,0,0,0,0.035294,0.047647,0.076863,0.02549
0.0003792,0,0,0,0.02549,0.035294,0.047647,0.019569
0,0.0003792,0,0,0.019569,0.02549,0.035294,0.017157
0,0,0.0003792,0,0.017157,0.019569,0.02549,0.016118
0.017333,0,0,0.0003792,0.016118,0.017157,0.019569,0.015098
0.077545,0.017333,0,0,0.015098,0.016118,0.017157,0.019804
0.082039,0.077545,0.017333,0,0.019804,0.015098,0.016118,0.033725
0,0.082039,0.077545,0.017333,0.033725,0.019804,0.015098,0.057255
0.015465,0,0.082039,0.077545,0.057255,0.033725,0.019804,0.057255
0.14675,0.015465,0,0.082039,0.057255,0.057255,0.033725,0.057255
0.055073,0.14675,0.015465,0,0.057255,0.057255,0.057255,0.12216
0.00063561,0.055073,0.14675,0.015465,0.12216,0.057255,0.057255,0.12039
0.013936,0.00063561,0.055073,0.14675,0.12039,0.12216,0.057255,0.12745
0.013104,0.013936,0.00063561,0.055073,0.12745,0.12039,0.12216,0.1151
0.048757,0.013104,0.013936,0.00063561,0.1151,0.12745,0.12039,0.072157
0.0073163,0.048757,0.013104,0.013936,0.072157,0.1151,0.12745,0.065882
0,0.0073163,0.048757,0.013104,0.065882,0.072157,0.1151,0.054706
0,0,0.0073163,0.048757,0.054706,0.065882,0.072157,0.043137
0.13718,0,0,0.0073163,0.043137,0.054706,0.065882,0.032353
0,0.13718,0,0,0.032353,0.043137,0.054706,0.040196
0,0,0.13718,0,0.040196,0.032353,0.043137,0.038235
0,0,0,0.13718,0.038235,0.040196,0.032353,0.039216
0.037872,0,0,0,0.039216,0.038235,0.040196,0.042157
0.018817,0.037872,0,0,0.042157,0.039216,0.038235,0.051176
0,0.018817,0.037872,0,0.051176,0.042157,0.039216,0.062745
0.0051856,0,0.018817,0.037872,0.062745,0.051176,0.042157,0.064314
0,0.0051856,0,0.018817,0.064314,0.062745,0.051176,0.052353
0.10802,0,0.0051856,0,0.052353,0.064314,0.062745,0.042157
0.11305,0.10802,0,0.0051856,0.042157,0.052353,0.064314,0.054706
0,0.11305,0.10802,0,0.054706,0.042157,0.052353,0.094118
0,0,0.11305,0.10802,0.094118,0.054706,0.042157,0.09098
0,0,0,0.11305,0.09098,0.094118,0.054706,0.089412
0.0012094,0,0,0,0.089412,0.09098,0.094118,0.064314
0.00071055,0.0012094,0,0,0.064314,0.089412,0.09098,0.043137
0.22805,0.00071055,0.0012094,0,0.043137,0.064314,0.089412,0.038235
0.081209,0.22805,0.00071055,0.0012094,0.038235,0.043137,0.064314,0.14686
0,0.081209,0.22805,0.00071055,0.14686,0.038235,0.043137,0.14686
0.062168,0,0.081209,0.22805,0.14686,0.14686,0.038235,0.17471
