-0.47204,-0.37211
-0.37211,-0.38768
-0.38768,-0.3985
-0.3985,-0.40542
-0.40542,-0.40888
-0.40888,-0.41191
-0.41191,-0.41277
-0.41277,-0.4145
-0.4145,-0.41537
-0.41537,-0.41623
-0.41623,-0.035133
-0.035133,0.34986
0.34986,0.021101
0.021101,-0.17096
-0.17096,-0.27565
-0.27565,-0.33664
-0.33664,-0.36389
-0.36389,-0.37903
-0.37903,-0.38552
-0.38552,-0.39114
-0.39114,-0.39504
-0.39504,-0.3985
-0.3985,-0.40023
-0.40023,-0.40282
-0.40282,-0.40369
-0.40369,-0.40542
-0.40542,-0.40628
-0.40628,-0.40628
-0.40628,-0.40801
-0.40801,-0.40801
-0.40801,-0.40974
-0.40974,-0.40801
-0.40801,-0.40628
-0.40628,-0.40455
-0.40455,-0.40109
-0.40109,-0.3985
-0.3985,-0.31285
-0.31285,-0.24407
-0.24407,-0.28819
-0.28819,-0.30073
-0.30073,-0.23758
-0.23758,-0.28213
-0.28213,-0.3202
-0.3202,-0.34789
-0.34789,-0.36173
-0.36173,-0.36995
-0.36995,-0.32063
-0.32063,0.37582
0.37582,0.45368
0.45368,2.0629
2.0629,2.1061
2.1061,1.6476
1.6476,2.2229
2.2229,1.8206
1.8206,1.3145
1.3145,0.79974
0.79974,1.5394
1.5394,4.3296
4.3296,5.1082
5.1082,6.8818
6.8818,7.9632
7.9632,7.6171
7.6171,3.5899
3.5899,1.1198
1.1198,0.60508
0.60508,0.34986
0.34986,0.22009
0.22009,0.24172
0.24172,0.37149
0.37149,0.22009
0.22009,0.051382
0.051382,-0.030807
-0.030807,-0.078391
-0.078391,-0.10088
-0.10088,-0.12381
-0.12381,-0.13895
-0.13895,-0.10088
-0.10088,0.24172
0.24172,0.39312
0.39312,0.60508
0.60508,0.47963
0.47963,0.34986
0.34986,0.1552
0.1552,-0.009179
-0.009179,-0.078391
-0.078391,0.28497
0.28497,0.37149
0.37149,0.28497
0.28497,0.24172
0.24172,0.55317
0.55317,0.82137
0.82137,0.7089
0.7089,0.55317
0.55317,0.34986
0.34986,0.042731
0.042731,-0.009179
-0.009179,0.43638
0.43638,1.0852
1.0852,1.5697
1.5697,1.7168
1.7168,1.2237
1.2237,0.57913
0.57913,0.3066
0.3066,0.090315
0.090315,-0.040324
-0.040324,-0.093531
-0.093531,-0.11646
-0.11646,-0.13895
-0.13895,-0.035133
-0.035133,0.272
0.272,0.79109
0.79109,0.79109
0.79109,0.79109
0.79109,2.2229
2.2229,2.184
2.184,2.3397
2.3397,2.0672
2.0672,1.1198
1.1198,0.98142
0.98142,0.73485
0.73485,0.47963
0.47963,0.24172
0.24172,0.41475
0.41475,0.37149
0.37149,0.39312
0.39312,0.458
0.458,0.65699
0.65699,0.91221
0.91221,0.94682
0.94682,0.68294
0.68294,0.458
0.458,0.73485
0.73485,1.6043
1.6043,1.5351
1.5351,1.5005
1.5005,0.94682
0.94682,0.47963
0.47963,0.37149
0.37149,2.768
2.768,2.768
2.768,3.3822
3.3822,3.6677
3.6677,1.9504
1.9504,1.1891
1.1891,0.82137
0.82137,0.50126
0.50126,0.3066
0.3066,0.3066
0.3066,0.22009
0.22009,0.22009
0.22009,0.13357
0.13357,0.042731
