-0.38647,-0.37211
-0.38647,-0.38768
-0.38647,-0.3985
-0.38647,-0.40542
-0.38647,-0.40888
-0.38647,-0.41191
-0.25318,-0.41277
-0.38647,-0.4145
-0.38647,-0.41537
0.85236,-0.41623
1.945,-0.035133
-0.38647,0.34986
-0.38647,0.021101
-0.38647,-0.17096
-0.38647,-0.27565
-0.38647,-0.33664
0.081699,-0.36389
-0.38647,-0.37903
-0.38647,-0.38552
-0.38647,-0.39114
-0.38647,-0.39504
-0.38647,-0.3985
-0.38647,-0.40023
-0.33348,-0.40282
-0.38647,-0.40369
-0.38647,-0.40542
-0.38647,-0.40628
-0.38647,-0.40628
-0.38647,-0.40801
-0.38647,-0.40801
-0.22172,-0.40974
0.3056,-0.40801
-0.27528,-0.40628
-0.38647,-0.40455
-0.38647,-0.40109
2.4404,-0.3985
-0.37532,-0.31285
-0.38647,-0.24407
-0.38647,-0.28819
1.7869,-0.30073
-0.38084,-0.23758
-0.38647,-0.28213
-0.35524,-0.3202
-0.38541,-0.34789
-0.38647,-0.36173
-0.38647,-0.36995
4.1702,-0.32063
-0.38647,0.37582
3.8073,0.45368
1.0976,2.0629
-0.38647,2.1061
2.6626,1.6476
-0.043143,2.2229
0.47626,1.8206
-0.38647,1.3145
-0.38647,0.79974
7.8547,1.5394
1.3416,4.3296
4.023,5.1082
-0.38647,6.8818
-0.38647,7.9632
-0.38647,7.6171
-0.31625,3.5899
-0.27806,1.1198
-0.38647,0.60508
0.48596,0.34986
-0.38647,0.22009
0.46931,0.24172
-0.38647,0.37149
-0.38647,0.22009
-0.38647,0.051382
-0.38647,-0.030807
-0.38647,-0.078391
-0.38647,-0.10088
-0.254,-0.12381
-0.33941,-0.13895
1.8952,-0.10088
-0.34422,0.24172
0.64163,0.39312
-0.30731,0.60508
-0.38647,0.47963
-0.38647,0.34986
-0.38647,0.1552
-0.38647,-0.009179
-0.12904,-0.078391
1.463,0.28497
-0.38647,0.37149
-0.38647,0.28497
9.1263e-05,0.24172
1.6693,0.55317
-0.38647,0.82137
-0.38647,0.7089
-0.38647,0.55317
-0.38647,0.34986
0.41379,0.042731
5.39,-0.009179
1.1564,0.43638
-0.38647,1.0852
-0.38647,1.5697
-0.38647,1.7168
-0.38647,1.2237
-0.38647,0.57913
-0.38647,0.3066
-0.38647,0.090315
-0.37818,-0.040324
-0.38647,-0.093531
-0.38647,-0.11646
-0.0079049,-0.13895
1.3072,-0.035133
1.4054,0.272
-0.38647,0.79109
-0.048694,0.79109
2.8188,0.79109
0.81639,2.2229
-0.37258,2.184
-0.082089,2.3397
-0.10027,2.0672
0.67844,1.1198
-0.22667,0.98142
-0.38647,0.73485
-0.38647,0.47963
2.6097,0.24172
-0.38647,0.41475
-0.38647,0.37149
-0.38647,0.39312
0.44069,0.458
0.024514,0.65699
-0.38647,0.91221
-0.27321,0.94682
-0.38647,0.68294
1.9729,0.458
2.0827,0.73485
-0.38647,1.6043
-0.38647,1.5351
-0.38647,1.5005
-0.36005,0.94682
-0.37095,0.47963
4.5944,0.37149
1.3872,2.768
-0.38647,2.768
0.97134,3.3822
-0.16921,3.6677
-0.38647,1.9504
-0.30272,1.1891
-0.38647,0.82137
-0.28712,0.50126
0.25855,0.3066
-0.38647,0.3066
0.50206,0.22009
-0.31949,0.22009
-0.38647,0.13357
-0.38232,0.042731
-0.38232,-0.009179
-0.38647,-0.055897
-0.38647,-0.086177
-0.38647,-0.10867
0.12879,-0.12381
-0.38647,-0.12381
-0.38647,-0.13117
1.4162,-0.10088
-0.38647,0.3066
-0.38647,0.19846
-0.38647,0.034078
1.26,0.32391
1.1441,0.44935
-0.38647,0.68294
-0.28712,0.43638
-0.38647,0.28497
0.36263,0.17683
-0.38647,0.034078
-0.38647,-0.040324
5.6431,0.11194
-0.3576,2.729
-0.38647,2.768
-0.36576,3.6677
0.17732,3.2049
-0.38452,1.0506
3.5607,0.98142
0.69838,2.0672
0.37042,1.9893
9.0204,2.0672
0.089538,7.1846
-0.38647,8.7851
-0.38647,6.3627
-0.37404,3.499
-0.20848,1.2237
-0.31045,0.68294
-0.16459,0.43638
-0.38647,0.22009
-0.38647,0.090315
-0.38647,0.016777
1.6803,-0.026482
0.41952,0.14222
0.63057,0.43638
-0.36091,0.79109
-0.38647,0.85165
-0.38647,0.63104
-0.38647,0.26334
-0.38647,-0.00052658
-0.38647,-0.078391
-0.38647,-0.11646
0.11983,-0.14674
0.30901,-0.14674
0.7921,-0.10088
-0.38647,-0.009179
-0.38647,0.1552
-0.38647,0.0081243
-0.3694,-0.093531
1.1971,-0.093531
0.22202,0.034078
0.80672,0.090315
1.4958,0.13357
5.2021,1.5697
0.156,4.9352
-0.38647,4.243
-0.38647,3.3822
-0.38647,2.0283
-0.38647,0.7089
-0.38647,0.34986
-0.38647,0.090315
0.11903,-0.06325
-0.38647,-0.078391
-0.38647,-0.14674
-0.38647,-0.17702
-0.38647,-0.19951
-0.38647,-0.21898
-0.38647,-0.23844
-0.38647,-0.25142
-0.38647,-0.25791
-0.38647,-0.27089
-0.38647,-0.27738
-0.38647,-0.29035
-0.38647,-0.29684
-0.38647,-0.30333
-0.38647,-0.30852
-0.2954,-0.31631
-0.38647,-0.31977
-0.38647,-0.32712
-0.24579,-0.33188
1.948,-0.22201
2.0203,-0.064549
1.094,-0.01783
-0.3699,0.24172
1.192,-0.00052658
-0.38647,0.61806
-0.38647,0.18548
-0.38647,0.034078
-0.38647,-0.030807
-0.38647,-0.086177
-0.31687,-0.23196
1.5675,-0.2644
-0.088971,-0.21249
0.97555,-0.18437
0.59063,-0.049409
2.4476,0.18548
-0.2823,0.52722
-0.31086,0.50126
0.20016,0.47963
-0.38647,0.22009
-0.38647,-0.078391
-0.38647,-0.206
-0.35564,-0.25142
0.60528,-0.27089
-0.36162,-0.25142
1.8419,-0.2644
0.22678,-0.206
0.67536,-0.13895
-0.38647,0.0081243
-0.38647,-0.12381
-0.30202,-0.19173
-0.38647,-0.25791
-0.38647,-0.29684
0.77425,-0.31112
-0.32626,-0.29684
0.15666,-0.30333
0.58831,-0.30333
-0.38647,-0.25791
-0.254,-0.28386
-0.38647,-0.30852
-0.23496,-0.32972
-0.38632,-0.34226
-0.38647,-0.35264
0.54739,-0.36
-0.12098,-0.36
2.3199,-0.35005
-0.14982,-0.15409
-0.36908,-0.15409
1.184,-0.21898
2.8695,-0.13895
-0.022191,0.3066
-0.38647,0.19846
-0.38647,0.051382
-0.35003,-0.086177
0.13756,-0.24493
-0.084061,-0.29035
2.6719,-0.28386
4.5211,-0.13895
-0.024942,1.6649
-0.37283,1.6779
0.28374,1.3621
-0.38647,1.1198
-0.33348,0.60508
1.7753,0.37149
0.66338,0.1552
0.50133,0.090315
-0.38647,0.52722
-0.2921,0.13357
-0.30382,-0.070604
-0.38647,-0.18437
-0.34879,-0.22547
0.31767,-0.2644
-0.38647,-0.16923
-0.25731,-0.22547
-0.38647,-0.27738
-0.37404,-0.30722
0.94654,-0.31501
0.18649,-0.21898
-0.34093,-0.06325
0.62221,0.17683
-0.088281,0.37149
-0.31695,0.43638
0.34711,0.042731
0.39223,0.17683
-0.38647,0.13357
-0.38647,0.068685
-0.29706,-0.026482
-0.2887,-0.13895
-0.15466,-0.23196
-0.38647,-0.27089
-0.28296,-0.29684
-0.25204,-0.31371
-0.38647,-0.32712
1.0056,-0.33534
0.2687,-0.20081
-0.38647,-0.18437
-0.37322,-0.23844
-0.38647,-0.30333
-0.11401,-0.33794
6.3398,-0.27694
-0.26073,0.98142
-0.38647,0.79109
-0.38647,0.7089
0.36078,0.43638
-0.38572,0.11194
-0.33058,-0.00052658
-0.38647,-0.026482
0.032746,-0.086177
0.92014,-0.18697
-0.38647,0.22874
-0.37809,-0.086177
-0.26725,-0.22547
-0.21376,-0.27738
0.59059,-0.29035
-0.046269,-0.27738
-0.38647,-0.27738
0.062858,-0.29684
-0.38647,-0.30333
-0.3103,-0.31112
-0.38647,-0.33188
-0.38647,-0.34356
-0.38647,-0.35135
-0.38647,-0.35697
-0.22823,-0.3613
-0.38647,-0.36303
-0.38647,-0.36822
-0.27409,-0.36908
-0.01735,-0.36908
-0.033786,-0.3613
-0.30526,-0.35264
0.24053,-0.35135
-0.38647,-0.34053
-0.38647,-0.34659
-0.38647,-0.35654
-0.33018,-0.35956
-0.38647,-0.36043
-0.38647,-0.36519
-0.38647,-0.36908
-0.22848,-0.37081
-0.25931,-0.31371
1.9055,-0.32496
-0.38647,-0.23585
-0.18446,-0.27262
-0.38647,-0.31371
-0.38647,-0.34356
-0.38647,-0.35654
-0.38647,-0.36346
-0.38647,-0.36822
-0.38647,-0.36995
-0.38647,-0.37168
1.2085,-0.37427
-0.38647,-0.36995
-0.38647,-0.35135
-0.38647,-0.35437
-0.21882,-0.35956
1.6279,-0.36346
0.051815,-0.34053
-0.38647,-0.29035
-0.38647,-0.29035
-0.38647,-0.31371
-0.38647,-0.33534
-0.38647,-0.35264
-0.38647,-0.3613
-0.38647,-0.36822
-0.38647,-0.37081
-0.38647,-0.37254
-0.38647,-0.37341
-0.38647,-0.37644
-0.1632,-0.3773
-0.36666,-0.37817
-0.38647,-0.37817
-0.38647,-0.3799
-0.38647,-0.38422
-0.38647,-0.38682
-0.38647,-0.38941
-0.38647,-0.39158
-0.38647,-0.39158
-0.38647,-0.39331
-0.38647,-0.39763
-0.38647,-0.39893
-0.2066,-0.39893
-0.38647,-0.39807
-0.32189,-0.3959
-0.38647,-0.39244
-0.38647,-0.39114
-0.38647,-0.38941
-0.38647,-0.38768
-0.38647,-0.38682
-0.35852,-0.38509
-0.36784,-0.38336
0.097356,-0.38163
-0.38647,-0.37817
-0.16342,-0.37557
0.056262,-0.36605
-0.38647,-0.35654
0.079422,-0.35654
0.028822,-0.35827
-0.2903,-0.35654
0.36502,-0.34356
0.62777,-0.33534
0.82792,-0.27867
-0.38647,-0.18394
-0.38647,-0.06974
1.8009,-0.095694
-0.27598,-0.12641
-0.38647,0.038405
-0.38647,0.090315
-0.13901,0.068685
0.98342,-0.035133
-0.38647,-0.10348
-0.38647,-0.14111
-0.38647,-0.14847
-0.2954,-0.18394
0.49885,-0.2233
-0.38647,-0.21682
-0.38647,-0.15582
-0.38647,-0.18394
-0.24739,-0.2233
-0.085116,-0.25445
-0.38647,-0.27262
-0.37818,-0.28473
1.1194,-0.29035
10.59,-0.26051
6.3012,1.799
-0.38647,9.2177
-0.38647,15.36
-0.18337,12.981
0.5132,5.8003
0.22581,1.9504
-0.12912,1.5351
0.0073972,1.2583
-0.2192,0.94682
-0.06304,0.7089
1.0141,0.76081
-0.38647,0.88193
-0.37818,0.63104
-0.33058,0.50126
-0.38647,0.37149
-0.38647,0.22009
-0.33058,0.11194
-0.34921,0.055708
-0.16294,0.016777
-0.17252,-0.009179
2.2058,0.17683
-0.13199,0.45368
-0.38647,0.79109
-0.17633,0.79109
-0.38647,0.63104
-0.29833,0.43638
-0.19996,0.3066
1.206,0.1552
-0.38647,0.458
-0.10618,0.76081
-0.38647,0.76081
-0.2924,0.52722
-0.38647,0.32823
-0.38647,0.19846
1.384,0.090315
1.725,0.91221
-0.3838,1.3967
-0.026845,1.2583
11.696,2.2272
0.26078,7.8767
-0.38647,9.3907
-0.38647,10.169
-0.38647,6.1896
-0.38647,1.7947
-0.38647,0.85165
-0.38647,0.55317
-0.22334,0.32823
1.8511,0.26334
-0.38647,0.57913
-0.38647,0.60508
-0.38647,0.63104
-0.32685,0.39312
-0.38647,0.19846
-0.36876,0.055708
0.95306,0.090315
-0.28368,0.22009
0.76384,0.22009
1.0338,0.55317
-0.28107,0.73485
0.033999,0.7089
0.15005,0.65699
-0.38638,0.55317
-0.38647,0.50126
-0.37211,0.41475
-0.38647,0.22009
-0.19644,0.055708
2.8128,0.090315
-0.38647,0.79109
0.9304,1.3275
-0.38647,2.3008
-0.38647,1.4313
-0.34011,0.79109
0.66123,0.52722
-0.37221,0.43638
-0.12287,0.41475
-0.38647,0.37149
-0.26725,0.24172
-0.33348,0.090315
-0.38647,-0.01783
-0.38647,-0.061087
2.3228,0.034078
-0.38572,0.39312
-0.38636,0.39312
-0.38647,0.3066
-0.2259,0.11194
0.33672,-0.052436
-0.38647,-0.043784
-0.35292,-0.043784
-0.36577,-0.078391
-0.32685,-0.11905
-0.38647,-0.15582
-0.38647,-0.18394
-0.3666,-0.20384
-0.38647,-0.2233
-0.38647,-0.22979
0.67413,-0.19735
-0.38647,-0.15582
-0.38647,-0.21033
-0.38647,-0.23585
-0.38647,-0.25445
-0.38647,-0.26656
0.14758,-0.26656
0.051342,-0.25445
-0.38647,-0.24839
-0.38647,-0.25445
-0.38647,-0.26656
-0.38647,-0.27867
-0.38647,-0.29035
0.19283,-0.29641
0.097485,-0.29641
-0.38647,-0.27867
-0.27284,-0.29035
0.71161,-0.29035
0.69309,-0.27262
1.3361,-0.14111
3.4491,0.025428
4.5721,1.1198
-0.38647,2.3786
-0.38647,2.5733
-0.38647,3.3822
-0.38647,1.7168
-0.38647,0.47963
-0.38647,0.22009
-0.38647,-0.043784
-0.38647,-0.16318
-0.22695,-0.20384
0.2558,-0.22979
0.92516,-0.2233
-0.38647,-0.1701
0.15547,-0.15582
-0.38647,-0.17702
-0.38647,-0.2233
-0.38647,-0.25445
-0.18981,-0.28473
0.075734,-0.29035
0.024888,-0.27867
-0.30072,-0.28473
-0.38647,-0.29641
-0.38647,-0.30809
-0.38647,-0.31371
