-0.38647,-0.47204,-0.47204,-0.47204,-0.47204,-0.47204,-0.37211
-0.38647,-0.37211,-0.47204,-0.47204,-0.47204,-0.47204,-0.38768
-0.38647,-0.38768,-0.37211,-0.47204,-0.47204,-0.47204,-0.3985
-0.38647,-0.3985,-0.38768,-0.37211,-0.47204,-0.47204,-0.40542
-0.38647,-0.40542,-0.3985,-0.38768,-0.37211,-0.47204,-0.40888
-0.38647,-0.40888,-0.40542,-0.3985,-0.38768,-0.37211,-0.41191
-0.25318,-0.41191,-0.40888,-0.40542,-0.3985,-0.38768,-0.41277
-0.38647,-0.41277,-0.41191,-0.40888,-0.40542,-0.3985,-0.4145
-0.38647,-0.4145,-0.41277,-0.41191,-0.40888,-0.40542,-0.41537
0.85236,-0.41537,-0.4145,-0.41277,-0.41191,-0.40888,-0.41623
1.945,-0.41623,-0.41537,-0.4145,-0.41277,-0.41191,-0.035133
-0.38647,-0.035133,-0.41623,-0.41537,-0.4145,-0.41277,0.34986
-0.38647,0.34986,-0.035133,-0.41623,-0.41537,-0.4145,0.021101
-0.38647,0.021101,0.34986,-0.035133,-0.41623,-0.41537,-0.17096
-0.38647,-0.17096,0.021101,0.34986,-0.035133,-0.41623,-0.27565
-0.38647,-0.27565,-0.17096,0.021101,0.34986,-0.035133,-0.33664
0.081699,-0.33664,-0.27565,-0.17096,0.021101,0.34986,-0.36389
-0.38647,-0.36389,-0.33664,-0.27565,-0.17096,0.021101,-0.37903
-0.38647,-0.37903,-0.36389,-0.33664,-0.27565,-0.17096,-0.38552
-0.38647,-0.38552,-0.37903,-0.36389,-0.33664,-0.27565,-0.39114
-0.38647,-0.39114,-0.38552,-0.37903,-0.36389,-0.33664,-0.39504
-0.38647,-0.39504,-0.39114,-0.38552,-0.37903,-0.36389,-0.3985
-0.38647,-0.3985,-0.39504,-0.39114,-0.38552,-0.37903,-0.40023
-0.33348,-0.40023,-0.3985,-0.39504,-0.39114,-0.38552,-0.40282
-0.38647,-0.40282,-0.40023,-0.3985,-0.39504,-0.39114,-0.40369
-0.38647,-0.40369,-0.40282,-0.40023,-0.3985,-0.39504,-0.40542
-0.38647,-0.40542,-0.40369,-0.40282,-0.40023,-0.3985,-0.40628
-0.38647,-0.40628,-0.40542,-0.40369,-0.40282,-0.40023,-0.40628
-0.38647,-0.40628,-0.40628,-0.40542,-0.40369,-0.40282,-0.40801
-0.38647,-0.40801,-0.40628,-0.40628,-0.40542,-0.40369,-0.40801
-0.22172,-0.40801,-0.40801,-0.40628,-0.40628,-0.40542,-0.40974
0.3056,-0.40974,-0.40801,-0.40801,-0.40628,-0.40628,-0.40801
-0.27528,-0.40801,-0.40974,-0.40801,-0.40801,-0.40628,-0.40628
-0.38647,-0.40628,-0.40801,-0.40974,-0.40801,-0.40801,-0.40455
-0.38647,-0.40455,-0.40628,-0.40801,-0.40974,-0.40801,-0.40109
2.4404,-0.40109,-0.40455,-0.40628,-0.40801,-0.40974,-0.3985
-0.37532,-0.3985,-0.40109,-0.40455,-0.40628,-0.40801,-0.31285
-0.38647,-0.31285,-0.3985,-0.40109,-0.40455,-0.40628,-0.24407
-0.38647,-0.24407,-0.31285,-0.3985,-0.40109,-0.40455,-0.28819
1.7869,-0.28819,-0.24407,-0.31285,-0.3985,-0.40109,-0.30073
-0.38084,-0.30073,-0.28819,-0.24407,-0.31285,-0.3985,-0.23758
-0.38647,-0.23758,-0.30073,-0.28819,-0.24407,-0.31285,-0.28213
-0.35524,-0.28213,-0.23758,-0.30073,-0.28819,-0.24407,-0.3202
-0.38541,-0.3202,-0.28213,-0.23758,-0.30073,-0.28819,-0.34789
-0.38647,-0.34789,-0.3202,-0.28213,-0.23758,-0.30073,-0.36173
-0.38647,-0.36173,-0.34789,-0.3202,-0.28213,-0.23758,-0.36995
4.1702,-0.36995,-0.36173,-0.34789,-0.3202,-0.28213,-0.32063
-0.38647,-0.32063,-0.36995,-0.36173,-0.34789,-0.3202,0.37582
3.8073,0.37582,-0.32063,-0.36995,-0.36173,-0.34789,0.45368
1.0976,0.45368,0.37582,-0.32063,-0.36995,-0.36173,2.0629
-0.38647,2.0629,0.45368,0.37582,-0.32063,-0.36995,2.1061
2.6626,2.1061,2.0629,0.45368,0.37582,-0.32063,1.6476
-0.043143,1.6476,2.1061,2.0629,0.45368,0.37582,2.2229
0.47626,2.2229,1.6476,2.1061,2.0629,0.45368,1.8206
-0.38647,1.8206,2.2229,1.6476,2.1061,2.0629,1.3145
-0.38647,1.3145,1.8206,2.2229,1.6476,2.1061,0.79974
7.8547,0.79974,1.3145,1.8206,2.2229,1.6476,1.5394
1.3416,1.5394,0.79974,1.3145,1.8206,2.2229,4.3296
4.023,4.3296,1.5394,0.79974,1.3145,1.8206,5.1082
-0.38647,5.1082,4.3296,1.5394,0.79974,1.3145,6.8818
-0.38647,6.8818,5.1082,4.3296,1.5394,0.79974,7.9632
-0.38647,7.9632,6.8818,5.1082,4.3296,1.5394,7.6171
-0.31625,7.6171,7.9632,6.8818,5.1082,4.3296,3.5899
-0.27806,3.5899,7.6171,7.9632,6.8818,5.1082,1.1198
-0.38647,1.1198,3.5899,7.6171,7.9632,6.8818,0.60508
0.48596,0.60508,1.1198,3.5899,7.6171,7.9632,0.34986
-0.38647,0.34986,0.60508,1.1198,3.5899,7.6171,0.22009
0.46931,0.22009,0.34986,0.60508,1.1198,3.5899,0.24172
-0.38647,0.24172,0.22009,0.34986,0.60508,1.1198,0.37149
-0.38647,0.37149,0.24172,0.22009,0.34986,0.60508,0.22009
-0.38647,0.22009,0.37149,0.24172,0.22009,0.34986,0.051382
-0.38647,0.051382,0.22009,0.37149,0.24172,0.22009,-0.030807
-0.38647,-0.030807,0.051382,0.22009,0.37149,0.24172,-0.078391
-0.38647,-0.078391,-0.030807,0.051382,0.22009,0.37149,-0.10088
-0.254,-0.10088,-0.078391,-0.030807,0.051382,0.22009,-0.12381
-0.33941,-0.12381,-0.10088,-0.078391,-0.030807,0.051382,-0.13895
1.8952,-0.13895,-0.12381,-0.10088,-0.078391,-0.030807,-0.10088
-0.34422,-0.10088,-0.13895,-0.12381,-0.10088,-0.078391,0.24172
0.64163,0.24172,-0.10088,-0.13895,-0.12381,-0.10088,0.39312
-0.30731,0.39312,0.24172,-0.10088,-0.13895,-0.12381,0.60508
-0.38647,0.60508,0.39312,0.24172,-0.10088,-0.13895,0.47963
-0.38647,0.47963,0.60508,0.39312,0.24172,-0.10088,0.34986
-0.38647,0.34986,0.47963,0.60508,0.39312,0.24172,0.1552
-0.38647,0.1552,0.34986,0.47963,0.60508,0.39312,-0.009179
-0.12904,-0.009179,0.1552,0.34986,0.47963,0.60508,-0.078391
1.463,-0.078391,-0.009179,0.1552,0.34986,0.47963,0.28497
-0.38647,0.28497,-0.078391,-0.009179,0.1552,0.34986,0.37149
-0.38647,0.37149,0.28497,-0.078391,-0.009179,0.1552,0.28497
9.1263e-05,0.28497,0.37149,0.28497,-0.078391,-0.009179,0.24172
1.6693,0.24172,0.28497,0.37149,0.28497,-0.078391,0.55317
-0.38647,0.55317,0.24172,0.28497,0.37149,0.28497,0.82137
-0.38647,0.82137,0.55317,0.24172,0.28497,0.37149,0.7089
-0.38647,0.7089,0.82137,0.55317,0.24172,0.28497,0.55317
-0.38647,0.55317,0.7089,0.82137,0.55317,0.24172,0.34986
0.41379,0.34986,0.55317,0.7089,0.82137,0.55317,0.042731
5.39,0.042731,0.34986,0.55317,0.7089,0.82137,-0.009179
1.1564,-0.009179,0.042731,0.34986,0.55317,0.7089,0.43638
-0.38647,0.43638,-0.009179,0.042731,0.34986,0.55317,1.0852
-0.38647,1.0852,0.43638,-0.009179,0.042731,0.34986,1.5697
-0.38647,1.5697,1.0852,0.43638,-0.009179,0.042731,1.7168
-0.38647,1.7168,1.5697,1.0852,0.43638,-0.009179,1.2237
-0.38647,1.2237,1.7168,1.5697,1.0852,0.43638,0.57913
-0.38647,0.57913,1.2237,1.7168,1.5697,1.0852,0.3066
-0.38647,0.3066,0.57913,1.2237,1.7168,1.5697,0.090315
-0.37818,0.090315,0.3066,0.57913,1.2237,1.7168,-0.040324
-0.38647,-0.040324,0.090315,0.3066,0.57913,1.2237,-0.093531
-0.38647,-0.093531,-0.040324,0.090315,0.3066,0.57913,-0.11646
-0.0079049,-0.11646,-0.093531,-0.040324,0.090315,0.3066,-0.13895
1.3072,-0.13895,-0.11646,-0.093531,-0.040324,0.090315,-0.035133
1.4054,-0.035133,-0.13895,-0.11646,-0.093531,-0.040324,0.272
-0.38647,0.272,-0.035133,-0.13895,-0.11646,-0.093531,0.79109
-0.048694,0.79109,0.272,-0.035133,-0.13895,-0.11646,0.79109
2.8188,0.79109,0.79109,0.272,-0.035133,-0.13895,0.79109
0.81639,0.79109,0.79109,0.79109,0.272,-0.035133,2.2229
-0.37258,2.2229,0.79109,0.79109,0.79109,0.272,2.184
-0.082089,2.184,2.2229,0.79109,0.79109,0.79109,2.3397
-0.10027,2.3397,2.184,2.2229,0.79109,0.79109,2.0672
0.67844,2.0672,2.3397,2.184,2.2229,0.79109,1.1198
-0.22667,1.1198,2.0672,2.3397,2.184,2.2229,0.98142
-0.38647,0.98142,1.1198,2.0672,2.3397,2.184,0.73485
-0.38647,0.73485,0.98142,1.1198,2.0672,2.3397,0.47963
2.6097,0.47963,0.73485,0.98142,1.1198,2.0672,0.24172
-0.38647,0.24172,0.47963,0.73485,0.98142,1.1198,0.41475
-0.38647,0.41475,0.24172,0.47963,0.73485,0.98142,0.37149
-0.38647,0.37149,0.41475,0.24172,0.47963,0.73485,0.39312
0.44069,0.39312,0.37149,0.41475,0.24172,0.47963,0.458
0.024514,0.458,0.39312,0.37149,0.41475,0.24172,0.65699
-0.38647,0.65699,0.458,0.39312,0.37149,0.41475,0.91221
-0.27321,0.91221,0.65699,0.458,0.39312,0.37149,0.94682
-0.38647,0.94682,0.91221,0.65699,0.458,0.39312,0.68294
1.9729,0.68294,0.94682,0.91221,0.65699,0.458,0.458
2.0827,0.458,0.68294,0.94682,0.91221,0.65699,0.73485
-0.38647,0.73485,0.458,0.68294,0.94682,0.91221,1.6043
-0.38647,1.6043,0.73485,0.458,0.68294,0.94682,1.5351
-0.38647,1.5351,1.6043,0.73485,0.458,0.68294,1.5005
-0.36005,1.5005,1.5351,1.6043,0.73485,0.458,0.94682
-0.37095,0.94682,1.5005,1.5351,1.6043,0.73485,0.47963
4.5944,0.47963,0.94682,1.5005,1.5351,1.6043,0.37149
1.3872,0.37149,0.47963,0.94682,1.5005,1.5351,2.768
-0.38647,2.768,0.37149,0.47963,0.94682,1.5005,2.768
0.97134,2.768,2.768,0.37149,0.47963,0.94682,3.3822
-0.16921,3.3822,2.768,2.768,0.37149,0.47963,3.6677
-0.38647,3.6677,3.3822,2.768,2.768,0.37149,1.9504
-0.30272,1.9504,3.6677,3.3822,2.768,2.768,1.1891
-0.38647,1.1891,1.9504,3.6677,3.3822,2.768,0.82137
-0.28712,0.82137,1.1891,1.9504,3.6677,3.3822,0.50126
0.25855,0.50126,0.82137,1.1891,1.9504,3.6677,0.3066
-0.38647,0.3066,0.50126,0.82137,1.1891,1.9504,0.3066
0.50206,0.3066,0.3066,0.50126,0.82137,1.1891,0.22009
-0.31949,0.22009,0.3066,0.3066,0.50126,0.82137,0.22009
-0.38647,0.22009,0.22009,0.3066,0.3066,0.50126,0.13357
-0.38232,0.13357,0.22009,0.22009,0.3066,0.3066,0.042731
-0.38232,0.042731,0.13357,0.22009,0.22009,0.3066,-0.009179
-0.38647,-0.009179,0.042731,0.13357,0.22009,0.22009,-0.055897
-0.38647,-0.055897,-0.009179,0.042731,0.13357,0.22009,-0.086177
-0.38647,-0.086177,-0.055897,-0.009179,0.042731,0.13357,-0.10867
0.12879,-0.10867,-0.086177,-0.055897,-0.009179,0.042731,-0.12381
-0.38647,-0.12381,-0.10867,-0.086177,-0.055897,-0.009179,-0.12381
-0.38647,-0.12381,-0.12381,-0.10867,-0.086177,-0.055897,-0.13117
1.4162,-0.13117,-0.12381,-0.12381,-0.10867,-0.086177,-0.10088
-0.38647,-0.10088,-0.13117,-0.12381,-0.12381,-0.10867,0.3066
-0.38647,0.3066,-0.10088,-0.13117,-0.12381,-0.12381,0.19846
-0.38647,0.19846,0.3066,-0.10088,-0.13117,-0.12381,0.034078
1.26,0.034078,0.19846,0.3066,-0.10088,-0.13117,0.32391
1.1441,0.32391,0.034078,0.19846,0.3066,-0.10088,0.44935
-0.38647,0.44935,0.32391,0.034078,0.19846,0.3066,0.68294
-0.28712,0.68294,0.44935,0.32391,0.034078,0.19846,0.43638
-0.38647,0.43638,0.68294,0.44935,0.32391,0.034078,0.28497
0.36263,0.28497,0.43638,0.68294,0.44935,0.32391,0.17683
-0.38647,0.17683,0.28497,0.43638,0.68294,0.44935,0.034078
-0.38647,0.034078,0.17683,0.28497,0.43638,0.68294,-0.040324
5.6431,-0.040324,0.034078,0.17683,0.28497,0.43638,0.11194
-0.3576,0.11194,-0.040324,0.034078,0.17683,0.28497,2.729
-0.38647,2.729,0.11194,-0.040324,0.034078,0.17683,2.768
-0.36576,2.768,2.729,0.11194,-0.040324,0.034078,3.6677
0.17732,3.6677,2.768,2.729,0.11194,-0.040324,3.2049
-0.38452,3.2049,3.6677,2.768,2.729,0.11194,1.0506
3.5607,1.0506,3.2049,3.6677,2.768,2.729,0.98142
0.69838,0.98142,1.0506,3.2049,3.6677,2.768,2.0672
0.37042,2.0672,0.98142,1.0506,3.2049,3.6677,1.9893
9.0204,1.9893,2.0672,0.98142,1.0506,3.2049,2.0672
0.089538,2.0672,1.9893,2.0672,0.98142,1.0506,7.1846
-0.38647,7.1846,2.0672,1.9893,2.0672,0.98142,8.7851
-0.38647,8.7851,7.1846,2.0672,1.9893,2.0672,6.3627
-0.37404,6.3627,8.7851,7.1846,2.0672,1.9893,3.499
-0.20848,3.499,6.3627,8.7851,7.1846,2.0672,1.2237
-0.31045,1.2237,3.499,6.3627,8.7851,7.1846,0.68294
-0.16459,0.68294,1.2237,3.499,6.3627,8.7851,0.43638
-0.38647,0.43638,0.68294,1.2237,3.499,6.3627,0.22009
-0.38647,0.22009,0.43638,0.68294,1.2237,3.499,0.090315
-0.38647,0.090315,0.22009,0.43638,0.68294,1.2237,0.016777
1.6803,0.016777,0.090315,0.22009,0.43638,0.68294,-0.026482
